text,link,source,,,
"We do not know how many people in total will be infected with the SARS-CoV-2 coronavirus in Germany. Estimates speak of up to 70% of the population; however it is unclear over what period of time this will take place. We cannot anticipate the impact this will have on Germany. It could be more severe than a serious wave of influenza; progression could, however, also be much milder. There is no way to predict this. In Germany, we have also seen cases of severe disease progression and have recorded our first deaths.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The Robert Koch Institute updates the international risk areas and especially affected areas in Germany on its website, constantly, based on the current situation.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The Federal Foreign Office warns against all non-essential tourist trips abroad, as strict and increasingly more drastic restrictions in international air and other travel, worldwide restrictions on admission, quarantine measures and restrictions on public life in many countries are to be expected.

The current travel and safety recommendations can be found on the web page of the Federal Foreign Office (AA). In addition, general information on COVID-19 for travellers has been prepared also by the AA.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"Carriers of passengers, who arrive in Germany by plane, ship, train or bus from China, Iran, Italy, Japan, or South Korea, must distribute the following instructions on recommended behaviour to prevent the disease or in case of symptoms: www.rki.de/ncov-handzettel

The same applies to all operators of airports, ports, passenger train stations and coach stations.

Before landing in Germany, pilots on flights from Iran, Italy, Japan, South Korea or China must transmit the Aircraft Declaration of Health to the authorities.

Before disembarking from the aircraft or ship, passengers arriving in Germany from Iran, Italy, Japan or South Korea by plane or ship, must provide information on their flight/trip and on where they can be reached for the 30 days after arrival. This is done with the disembarkation card:

Aircraft disembarkation card

Ship disembarkation card

Passengers from China to Germany must provide additional information on where they were staying in China, persons with whom they were in contact and their state of health. In this case, this disembarkation card must be used.

Airlines, ship-owners, charterers and all other persons and all other persons responsible for operating ships must keep the data on flights and trips to Germany from Iran, Italy, Japan, South Korea and China available for a period of 30 days after arrival.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"In addition to the measures for passengers arriving from especially affected countries (see above), the following general order by the Federal Police applies:

Railway companies operating public passenger long-distance and regional trains are required to notify the command and location service of the Federal Police of suspected COVID-19 cases immediately. Contact data and information on how the notification must be phrased are to be found in the General order.

Should a suspected case arise, travellers on said train must fill out the ""Train disembarkation card"". These forms will be handed out to passengers if necessary.

The Federal Ministry of Transport and Digital Infrastructure (BMVi) has made additional information on rail transport available on its website.

What other arrangements have been put in place to protect the German public from the novel coronavirus SARS-CoV-2?
The Robert Koch Institute has been granted wider powers in coordinating response measures with the Federal Laender.

Regular coordination meetings are being held among the EU Health Ministers so as to guarantee as unified an approach as possible.

To ensure that suspected cases are detected as early as possible, doctors, hospitals and laboratories have also been required to report any cases where there are reasonable grounds for suspicion (CoronaVMeldeV).

Additional, possible measures will continually be under scrutiny depending on the risk assessment for Germany.

Non-budgeted expenditure of up to 23 million euros are earmarked to fund, inter alia, measures related to repatriation and outbreak control, measures taken by the RKI, as well as research promotion and risk communication measures.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The Robert Koch Institute has been granted wider powers in coordinating response measures with the Federal Laender.

Regular coordination meetings are being held among the EU Health Ministers so as to guarantee as unified an approach as possible.

To ensure that suspected cases are detected as early as possible, doctors, hospitals and laboratories have also been required to report any cases where there are reasonable grounds for suspicion (CoronaVMeldeV).

Additional, possible measures will continually be under scrutiny depending on the risk assessment for Germany.

Non-budgeted expenditure of up to 23 million euros are earmarked to fund, inter alia, measures related to repatriation and outbreak control, measures taken by the RKI, as well as research promotion and risk communication measures.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"Yes, your employer will continue to pay your salary. Your employer will then be entitled to reimbursement, from the Federal Land, of the sums used for the continued payment of wages. Should, contrary to expectations, your employer not pay, you are entitled to compensation from the competent authority (according to Section 56 of the Protection against Infection Act (IfSG)). In the first six weeks, this compensation will correspond to your net salary. After this period, you will receive the amount you would receive as sick pay.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"Yes, self-employed persons and freelancers will receive compensation for loss of earnings according to the Act on the Prevention and Control of Infectious Diseases. The competent authority will base compensation on the profit established in the tax declaration of the previous calendar year.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The cancellation of events and the closure of schools and kindergartens fall within the responsibility of the Federal Laender and/or the local authorities. In the meantime, all the Federal Laender have cancelled events and closed schools and kindergartens. Only in a very few exceptional cases may an event be allowed.

The Robert Koch Institute has published “General Principles of Risk Assessment and Recommendations for Action with respect to Large-Scale Events” (PDF-File) to support local authorities in deciding on whether to cancel an event.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"According to the Federal Institute for Risk Assessment, no proven case has been reported to date of a person being infected by consuming contaminated foodstuffs or through contact with objects contaminated with the SARS-CoV-2 virus. Nor have there been any reports of other coronaviruses causing infection through foodstuffs or contact with dry surfaces. However, virus transmission by way of smear infection is considered possible from surfaces contaminated shortly before contact. Owing to the relatively poor stability demonstrated by coronaviruses in the environment, it is likely that the window of contamination only exists for a short period.

The risk assessment of foods or objects falls within the remit of the Federal Institute for Risk Assessment (BfR); the Federal Institute for Occupational Safety and Health (BAuA) is responsible for occupational safety and health.",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"SARS-CoV-2 is similar to other coronaviruses for which water does not constitute a relevant route of transmission. The direct transmission of coronaviruses via the stools of infected persons also appears negligible; to date, no case of a faecal-oral transmission of the virus has been reported.

The German Environment Agency has published a detailed statement on coronavirus and drinking water.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The Robert Koch Institute posts information for professionals (in German) online. Here you can find, among other things, a flowchart for doctors (in German) to assist them in clarifying suspected cases and deciding on the measures to be taken as well as Recommendations on hygienic measures when treating patients with a SARS-CoV-2 infection.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"On 31 December 2019, China’s WHO country office was informed of a cluster of patients with pneumonia of unknown cause in Wuhan, a city of 90 million inhabitants in the province of Hubei, China.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"According to information from the Chinese authorities in Wuhan, some patients worked as traders or vendors at the Huanan Seafood Market in Wuhan. It is the largest seafood market in Wuhan with over 600 stalls and 1,500 workers. It has been reported that wild animals and/or organs of other animals and reptiles were also offered for sale at the market. It is currently assumed that SARS-CoV-2 was spread to human beings from bats.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"This new virus is a pathogen belonging to the coronavirus family, which is the same family as SARS (severe acute respiratory syndrome) and MERS-CoV (Middle East respiratory syndrome coronavirus).

In 2003, Germany recorded a small number of SARS cases. The disease did not spread further within Germany.
",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Bundesministerium für Gesundheit,,,
"The attack left a 20- to 30-metre trail of blood along the void deck at Block 106 Lorong 1 Toa Payoh and at the staircase on the second storey. TNP understands the suspects are still at large and investigations are ongoing.  After telling his family that he was going out to buy drinks, a man went to meet his girlfriend's former boyfriend to resolve their differences. The meeting on Wednesday evening landed the 20-year-old in hospital with serious injuries after he was attacked by a group of men. His older brother, 24, told Shin Min Daily News that his family later found out he had agreed to meet his girlfriend's ex-lover at a void deck. To his horror, the victim, who was not named, realised the meeting was an ambush when four to five men set upon him, the brother said. The family was shocked to see the victim bleeding profusely from multiple slash wounds when he returned 15 minutes after stepping out. SURGERY The father told Lianhe Wanbao his son was slashed on the forehead and suffered a deep cut on his left arm that exposed the wrist bone, for which surgery was required. The police told The New Paper yesterday they were alerted to a case of voluntarily causing hurt by dangerous weapon at Block 106 Lorong 1 Toa Payoh at about 6pm on Wednesday. A 20-year-old man was taken conscious to Tan Tock Seng Hospital, they added. The police also said that preliminary investigations indicate the victim knew one of his assailants. TNP understands the suspects are still at large. Investigations are ongoing. This incident is the latest in a spate of violent attacks, including a murder, during the circuit breaker period. Shin Min reported yesterday that at least eight police vehicles were at the scene. Two dogs from the police's K-9 unit were also present. Lianhe Wanbao reported that the attack left a 20- to 30-metre trail of blood along the void deck at Block 106 and at the staircase on the second storey. The father, who declined to be named, told the Chinese evening daily: ""My son was knocking on the door, anxiously asking me to open it. ""Initially, he did not want to tell me how he got hurt. He told me what had happened only after I continued to ask him about it."" The father said he suspected his son's love rival of the attack. He also claimed the ex-lover had just been released from prison. The brother told Shin Min the victim has previously squabbled with his rival over his girlfriend. Residents in the area said a group of four to five people were shouting along the covered walkway. Some said the victim lived on the eighth storey. A 41-year-old resident, who wanted to be known only as Mr Hamid, told Wanbao: ""I heard (the victim) had escaped to the lift lobby on the second storey before falling to the floor from exhaustion. Neighbours then called the police."" Mr Hamid, who said he is a distant relative of the victim, added that he had seen four or five youths loitering at the void deck at about 3pm that day. OTHER INCIDENTS Recent attacks include the alleged stabbing of a National Parks Board officer by a 61-year-old man at the Sungei Serangoon Park Connector on May 4. The man has been charged with attempted murder. On May 10, Mr Tay Rui Hao, 38, died from his injuries at Sengkang General Hospital after he was stabbed near Punggol Field while jogging at night. A 20-year-old man has been charged with the murder. Earlier that day, Mr Douglas Wong Wei Hao, 30, was attacked at a cemetery in Choa Chu Kang. Two men have been charged over the incident. The police also responded to a case of rioting with dangerous weapons in Upper Cross Street at 3.30am that day. Several people have been charged. At about 7pm, they attended a case of voluntarily causing grievous hurt by dangerous weapon in Jurong West. A 21-year-old man has been charged. ",https://www.asiaone.com/singapore/man-20-slashed-ambush-linked-rivalry-over-woman,Asia One,,,
" A pair of brothers, aged 33 and 29, were arrested after a fight broke out in their flat along Hougang Avenue 5 last night (May 21). The police told AsiaOne they are looking into a case of voluntarily causing hurt with dangerous weapon. During the scuffle, their 31-year-old brother not only lost half a tooth but also sustained cuts on his right arm and under his chin, both of which required stitches. According to the injured man, his younger brother had been drinking at home when he became increasingly agitated. When his older brothers tried to appease him, the drunk man got even more upset and brandished a knife, waving it around the house. Their attempts to stop him resulted in injuries in the younger two siblings, as well as a 29-year-old man who was visiting their home. In an interview with the Chinese evening paper, a neighbour recounted how they had heard a heated argument between the three siblings coming from next door. Shouts and screams were heard at times. [[nid:488086]] However, when asked about the incident, the men's father allegedly told the neighbour that his sons were just arguing and he could handle the situation. But the police and ambulance soon arrived at the unit. The three injured parties were subsequently conveyed conscious to Sengkang General Hospital. The police are currently investigating the incident while looking at possible breaches of safe distancing measures. Last week, the police noted a 22 per cent increase in reports related to family violence since circuit breaker started on April 7. They added that they would take tough action against offenders, and also enhance collaboration with social service agencies to combat family violence. For the latest updates on the coronavirus, visit here.",https://www.asiaone.com/singapore/2-men-arrested-after-knife-brandished-blood-splattered-hougang-sibling-fight,Asia One,,,
" A 21-year-old man has been arrested in relation to a case of voluntarily causing hurt by dangerous weapon. Pictures of the victim, a 26-year-old man, sitting in a pool of blood were recently shared by a netizen with the Singapore Uncensored website. Speaking with AsiaOne, the police confirmed that the incident took place at Block 452, Jurong West Street 42 on Sunday evening (May 10). After the attack, the Singapore Civil Defence Force (SCDF) arrived at the scene to provide medical assistance to the injured man. The victim was conveyed conscious to National University Hospital. This is the fourth known attack on May 10 alone. Early that morning, a group of 10 youths were involved in a brawl at People's Park Condominium, and at least two of them were armed with knives. A 19-year-old man was injured, while three people were arrested. Police are on the hunt for the remaining suspects. Before that, two men were involved in an assault at Choa Chu Kang Cemetery that left a man with multiple injuries, including a deformed left arm, puncture wounds on both legs and wounds on his head. A 38-year-old man out on a late-night jog at Punggol Field died after he was stabbed multiple times by an assailant. ",https://www.asiaone.com/singapore/man-21-arrested-after-victim-found-sitting-pool-blood-jurong-west,Asia One,,,
" SINGAPORE - One of the two alleged offenders linked to an attack on Sunday (May 10), in which the injured victim was found in Bishan, is said to have reoffended while out on bail. Prior to Sunday's incident, Gervan Wong Jun Heng, 24, had been hauled to court earlier and handed 24 charges for offences, including methamphetamine consumption and two other counts of assault. Wong and Andre Chen Si'en, 29, appeared in court on Tuesday over their alleged involvement in the attack on Sunday that had left Mr Douglas Wong Wei Hao, 30, with multiple injuries, including a deformed left arm, puncture wounds on both legs and wounds on his head. The pair were each charged with one count of using a weapon to cause grievous hurt to Mr Douglas Wong at Choa Chu Kang Cemetery at around 3am on Sunday. Gervan Wong is accused of attacking him with a metal baton, while Chen is said to have done so with a knuckleduster. Court documents did not state how Mr Douglas Wong ended up in Bishan. The police said in a statement on Monday that they were informed about Mr Douglas Wong's attack at around 5.40am on Sunday after he was found injured in Bishan Street 12. Officers from Jurong Police Division managed to establish the identities of the two alleged offenders through ground inquiries and images from police cameras. Officers arrested the men within 10 hours after the report was lodged. Gervan Wong now has three pending assault charges in all. On Oct 27 last year, he is said to have ganged up with two other men to attack Mr Eugene Aathar, 25, and Mr Ong Hian Wei, 34, at the basement 3 carpark of Marina Bay Sands at around 6am. Gervan Wong, Jovi Wan Shao Xiong, 22, and Kenji Pong Jia Rong, 24, are accused of using a knife to slash the pair. In another case, Gervan Wong allegedly used an extendable baton to hit Mr Yuen De Sheng's head and upper lip in a room at the Studio M Hotel in Nanson Road, near Robertson Quay, at around 8am on May 11 last year. Lawyer Jonathan Wong represents Gervan Wong, while Chen is represented by Mr Foo Ho Chew. Mr Foo told the court on Tuesday that Mr Douglas Wong had allegedly raped a woman whom his client knows and that she is now ""traumatised"". Court documents did not reveal details about this purported incident. Of Sunday's incident, the police said that they do not tolerate ""such brazen acts of violence and blatant disregard of the law"". They added: ""We will spare no effort to apprehend such offenders and deal with them severely in accordance with the law."" Gervan Wong and Chen will be remanded at Woodlands Police Division and be back in court on May 19. Offenders convicted of voluntarily causing grievous hurt with weapons can either be jailed for life or jailed for up to 15 years with a fine or caning. ",https://www.asiaone.com/singapore/1-2-men-allegedly-linked-bishan-attack-has-previous-charges-including-2-counts-assault,Asia One,,,
" SINGAPORE - A former director of Singapore Zam Zam restaurant in North Bridge Road, who masterminded a 2015 attack against a supervisor of rival eatery Victory restaurant next door, was sentenced on Monday (May 11) to six years' jail and six strokes of the cane. Before sentencing Zackeer Abbass Khan, District Judge Mathew Joseph said the case was a reminder that one should not allow one's anger to cloud one's judgment as the ""resulting consequences can be severe"". The judge also said there was ""no place in our society for gratuitous violence."" In March, Judge Joseph found Zackeer, 49, and former safety officer Anwer Ambiya Kadir Maideen, 50, guilty of one count each of engaging in a conspiracy to cause grievous hurt to Mr Liakath Ali Mohamed Ibrahim with a weapon. The attack took place at around 10pm on Aug 26, 2015. He also convicted Zackeer of criminal intimidation as he had threatened to injure Mr Liakath, then 52, on Aug 22 that year. On Monday, Anwer also admitted to being a senior member of a secret society. He had joined the gang in 1990 and was a ""fighter"" there. Judge Joseph then sentenced him to a total of 5½ years' jail. Zackeer and Anwer were the last two people involved in the case to be convicted. Others, including secret society member Joshua Navindran Surainthiran, who was 23 when he slashed Mr Liakath, have already been dealt with in court. In November 2016, Joshua was sentenced to 6½ years' jail and six strokes of the cane for the slashing and other offences. In their submissions, Deputy Public Prosecutors Tan Wen Hsien and Claire Poh stated that the ""genesis of this ill-will"" could be traced to 2005 when Zackeer and Mr Liakath were business partners. The court heard that after the business failed, Mr Liakath joined Victory Restaurant in 2014 and created problems for Zam Zam by pulling customers away and reporting its staff to the authorities. The DPPs added: ""Things came to a head on Aug 22, 2015, when the police arrived at the restaurants to advise them to refrain from touting. Zackeer believed that this was a set-up by the victim, and that he ratted on Zam Zam employees to the police. ""Incensed, Zackeer threatened the victim that he would hit or kill him within a week."" Zackeer later asked Anwer to arrange an attack on Mr Liakath and offered money to get the job done. The court heard that Joshua, in his statements to the authorities, had said Anwer called him on Aug 23, 2015, and offered him $2,000 to slash Mr Liakath's face. At around 10pm three days later, Joshua confronted Mr Liakath at a bridge between Rochor Canal Road and Sungei Road and slashed his face with a knife. Mr Liakath suffered a 7-cm cut over his right upper lip, which extended to his right cheek, and a part of the cut went through to the inner surface of the lip. He is now left with a permanent scar. The DPPs said that, after the slashing, Zackeer handed $2,000 to Anwer to pay Joshua. Anwer transferred $1,700 to Joshua's bank account. He had given Joshua $200 as initial payment on Aug 23, 2015. Joshua, Anwer and Zackeer were arrested on Sept 21, 2015, the court heard. Mr Liakath, who suffered deep cuts to his nose and right upper lip in the attack, is now left with a permanent scar. PHOTO: LIANHE WANBAO Defence lawyer Peter Keith Fernando, who represented Anwer, told the court on Monday that his client has been an inactive member of the secret society for some time. Anwer, who also addressed the court, told Judge Joseph that he was remorseful and wanted to mend his ways. He was offered bail of $60,000 and ordered to surrender himself at the State Courts on July 6 to begin serving his jail term. Zackeer's lawyer, Mr Sarbrinder Singh, said his client had not committed a gang-related offence and stressed that Joshua had not acted on instructions from a gang. Zackeer intends to appeal against the judge's decisions and his bail has been set at $75,000. For playing a role to voluntarily cause grievous hurt with a weapon, an offender can be jailed for up to 15 years' jail and fined or caned. Anwer cannot be caned as he is 50 years old. ",https://www.asiaone.com/singapore/jail-caning-zam-zam-restaurant-ex-director-who-masterminded-attack-rival-eaterys,Asia One,,,
"Lim Wee Ming, 46, got into a dispute with the older man, who, he claimed, had bumped into him.  Accusing an elderly e-scooter rider of bumping into him, Lim Wee Ming, 46, got into a dispute with the man, swore at him and punched him in the eye. The blow caused Mr Goh Sung Beng, 68, to later lose sight in his left eye. For voluntarily causing grievous hurt, Lim was yesterday jailed for a year and ordered to pay $5,258.46 in compensation. Lim, who works as a packer, had also pleaded guilty to using abusive words towards Mr Goh. At about 11am on Dec 6, 2017, Mr Goh was riding his e-scooter near Block 289 Choa Chu Kang Avenue 3, when he saw Lim walking towards him. They passed each other and Lim told Mr Goh that he had bumped into him. The older man denied this and vulgarities were exchanged as the dispute grew heated. Mr Goh then raised his walking stick, which was hanging on his e-scooter, and swung it around. The stick did not hit Lim, but he punched Mr Goh, causing the latter to bleed from his left eye. A witness, who came forward to stop the assault, had to hold Lim back. When he realised Mr Goh was bleeding, Lim helped wipe blood off the older man's face. RUPTURE Mr Goh was taken in an ambulance to Ng Teng Fong General Hospital where he was found to have suffered several injuries, including a left eye globe rupture. He was later admitted for surgery. A medical report confirmed Mr Goh had lost sight in his eye and was unable to follow his ordinary routine for 20 days as a result. [[nid:479979]] Deputy Public Prosecutor Kang Jia Hui had sought $2,000 more in compensation than what was ordered by the court. She cited Mr Goh's trauma of suddenly losing sight in one eye, and the many inconveniences he had to endure, including surgery at his age, hospitalisation and multiple doctor's appointments. Pleading for a smaller amount, defence lawyer Josiah Zee said his client, who is single, earns $1,900 a month and has to support a 70-year-old mother and a 43-year-old brother who are both not working. Lim was sincerely apologetic to Mr Goh's family for the harm caused and has promised not to re-offend, the lawyer added. Out on bail of $10,000, Lim will start his sentence on April 6. He must pay the compensation by Friday or serve an additional five weeks in jail. For voluntarily causing grievous hurt, he could have been jailed for up to 10 years and fined or caned. ",https://www.asiaone.com/singapore/man-jailed-punching-elderly-e-scooterist-who-lost-sight-one-eye,Asia One,,,
" Like a bolt from the blue, a man delivered a kick to a woman's dog as they walked past him. When she demanded to know why he attacked them, he allegedly responded: ""Because the dog is like you!"" The incident occurred on Tuesday (March 10) evening when Joreen Yeo took her Japanese Spitz out on a walk near Rivervale Crest. 10 minutes into the walk, a man wearing safety boots approached Yeo, Lianhe Zaobao reported. ""This man, wearing safety boots kicked Snoopy in the face suddenly, when he's in front of us,"" the 27-year-old wrote in her Facebook post. Even though she called the police on the spot, the man ""continued to follow [her] for six to seven minutes until [they] were on an overhead bridge."" ""He tried to kick my dog again so I blocked him, but I ended up getting kicked on my right leg. It's injured now,"" she told the Chinese daily. Yeo later spent $86.35 treating her injuries at a clinic, and lamented: ""My leg is injured with bruise and cut and it is swelling up badly. (sic)"" Snoopy, fortunately, did not have any visible injuries, Yeo said. If he did, however, start showing signs of pain or discomfort, she would bring him to the vet. The police told AsiaOne they were alerted to a case of voluntarily causing hurt at Blk 110 Punggol Field that same day. ""The parties involved were advised on their legal recourse."" ",https://www.asiaone.com/singapore/because-dog-you-woman-and-dog-attacked-stranger-punggol,Asia One,,,
"Amanda Yeo Pei Min had told her lover Leong Wei Guo to loosen the wheel bolts of her husband's car and cut its brake wires.  SINGAPORE - A woman who plotted to kill her then husband has been sentenced to five months' jail. Administrative assistant Amanda Yeo Pei Min, 27, had conspired with her 25-year-old boyfriend - delivery assistant Leong Wei Guo - to sabotage her spouse's car so that he would be killed in a traffic accident. On Wednesday (March 11), Deputy Public Prosecutor Houston Johannus told District Judge Chay Yuen Fatt that Yeo had been ""fuelled by malice and rage"" towards her then husband - Mr Walter Ting, 28 - who worked as a private-hire car driver. In urging the judge to sentence her to five months' jail, the DPP stressed that she was the mastermind behind the plot. He also asked for a four-month jail term for Leong, adding that he had committed the offence due to a ""foolish sense of bravado"". Judge Chay agreed with the DPP and sentenced Leong to four months' jail. Leong and Yeo had each pleaded guilty on Feb 20 to working together and agreeing to cause grievous hurt to Mr Ting by performing a rash act. The Straits Times understands that they are no longer together. Yeo is also divorced from Mr Ting. Yeo married Mr Ting in September 2011, and they have two children. [[nid:478356]] But she later had an affair with Leong, which Mr Ting learnt about in June 2017. ""Walter wanted to divorce Amanda and they quarrelled frequently. Enraged by the acrimonious quarrels, she decided to kill Walter. ""She conspired with Leong to sabotage Walter's car so that he would get into an accident and die,"" DPP Johannus had said earlier. Yeo told her boyfriend Mr Ting's death would ""settle all her problems"" and Leong agreed to kill him. On Jan 6, 2018, Yeo told Leong to puncture Mr Ting's car tyres with some nails. In the wee hours the next day, Leong went to a multi-storey carpark near Mr Ting's flat in Yung Kuang Road, in Jurong. With Yeo's help, he found the car and used a pair of pliers to insert a nail into each of its left tyres. It is not clear if Mr Ting drove his car after this. Yeo later discovered that her husband had made plans for a road trip with their children and his parents on Jan 11, 2018. She instructed Leong to loosen the wheel bolts on Mr Ting's car, which would be parked near his parents' flat, and cut the brake wires. Once again, he agreed. In the wee hours of Jan 11, 2018, Leong went to a multi-storey carpark near a Housing Board block in Depot Road where Mr Ting's parents live, and tried but failed to loosen the wheel bolts. After that, he used a wire cutter to cut the anti-braking system wire behind the front right tyre and sent Yeo a picture of the damage. ""A complete cut of the (anti-braking system) wire will compromise the safety of the driver as the need to apply hard (or) emergency brake cannot be foreseen. ""The front right wheel of the motor car may lock, and this would pose a safety risk to the driver as he may lose control of the car,"" DPP Johannus said. Leong was spotted walking around suspiciously with a jacket draped over his head and the police were alerted. Officers arrived soon after and arrested him. For committing the offence, Leong and Yeo could have each been sentenced to up to a year's jail and a maximum fine of $2,500. ",https://www.asiaone.com/singapore/woman-and-ex-lover-jailed-plot-kill-husband,Asia One,,,
" When someone yells ""stop"", goes limp, taps out — the fight is over. For an elderly man in a coffee shop brawl, however, the sight of his bloodied victim knocked down to the ground wasn't enough. In a clip circulating on Facebook on Monday (Feb 3), he was seen attacking another senior in a coffee shop at Upper Cross Street as a crowd gathered near the commotion. The injured man was seen sitting on the ground as a y did so, the aggressor was seen snatching a beer bottle from a table before approaching the injured man. As he swung the bottle at the latter, he was stopped by passers-by. Although several people yelled at him to stop, the agitated man continued to charge at the man until he was pulled away by two women. He soon broke away from them and continued to grab the other man by his shirt and hit him. The attacker was later tackled by a male passer-by who tried to pin him down. But he managed to get back to his feet and picked up a plastic chair as a woman shouted for an ambulance to be called. Close to the end of the one-and-a-half minute video, a young man stepped up to the pair and separated them. While some netizens speculated that the seniors were fighting over a beer lady, the exact reason for the scuffle remains unknown. The police told AsiaOne that they were alerted to a dispute at Block 34 Upper Cross Street on Monday (Feb 3) evening. Two men aged 63 and 67 were taken to Singapore General Hospital, with the younger one subsequently arrested for rash act causing hurt and criminal force. Investigations are ongoing. ",https://www.asiaone.com/singapore/fight-club-uncle-swings-beer-bottle-wounded-man-coffee-shop,Asia One,,,
"Lorry driver Teo Seng Tiong was found guilty of causing hurt to cyclist Eric Cheung and failing to report the accident to the police within 24 hours.  SINGAPORE - A lorry driver who was seen in a viral video having an altercation with a cyclist was sentenced to seven weeks' jail and fined $500 on Tuesday (Jan 14). Teo Seng Tiong, 59, was also disqualified from driving for two years. His lawyer, Mr Chia Boon Teck, told the court that his client, a Singaporean, intended to appeal. Teo had earlier been convicted of causing hurt to cyclist Eric Cheung Hoyu as well as for failing to report an accident to the police within 24 hours. The video of the incident, which occurred at the junction of Pasir Ris Drive 3 and Pasir Ris Rise just before noon on Dec 22, 2018, garnered more than three million views online. On Tuesday, the court heard that Teo had previous convictions for voluntarily causing hurt in 1988 and 2012, and was convicted for affray in 1999. He was also convicted for an obscene act in 1993 and insulting the modesty of a woman in 2007. He also had multiple traffic offences involving careless driving, speeding and beating a red light between 1999 and 2015. Deputy Public Prosecutor Gabriel Choong called for the court to sentence Teo to 10 weeks' jail and a fine of $500. The DPP also called for him to be disqualified from driving for three years. The defence pleaded with the court to impose a fine for both of Teo's charges. [[nid:471962]] In remarks during sentencing, District Judge Chay Yuen Fatt said he was unable to agree with the defence for a fine on the more serious charge of causing hurt by rash driving. He added that the sentence called by the prosecution also did not give ""sufficient consideration to the deliberate actions of the cyclist... in breaking the lorry side mirror in the incident"". But the judge also said that the reaction of the accused thereafter was ""disproportionate"". In the video, Mr Cheung is seen hitting the left side mirror of Teo's lorry. The lorry then suddenly swerved to the left towards Mr Cheung, who fell off his bicycle and onto the grass verge on the side of the road. Both Mr Cheung and Teo were later arrested within three days of the accident. Mr Cheung pleaded guilty to committing mischief and causing obstruction by riding his bicycle in the middle of the lane instead of the leftmost side, and was fined $2,800 on April 12 last year. Teo, who contested the two charges, was found guilty last month by Judge Chay, who found that the lorry driver had ""deliberately swerved"" his vehicle into the cyclist. The verdict came after a four-day trial, which saw several parties involved in the accident taking the stand, including Teo and Mr Cheung. During the trial, Teo testified that he was attempting to overtake two cyclists - one of whom was Mr Cheung - when he heard the sound of ""something breaking"". Thinking that he had hit a taxi on his right, Teo said he then reacted in the moment by swerving to his left, in the direction of Mr Cheung, a British national. Teo had also said that he was not unhappy that his side mirror had been broken as ""it only costs $15"". This was disputed by the second cyclist in the accident, Mr Nigel Harper, who told the court that Teo appeared upset and quite angry at Mr Cheung, and was pointing at the broken mirror repeatedly. For acting rashly to cause hurt, Teo could have been jailed up to a year and fined up to $5,000. For failing to report an accident to the police within 24 hours, he could have been jailed up to three years or fined up to $1,000 as a first offender. ",https://www.asiaone.com/singapore/lorry-driver-jailed-7-weeks-banned-driving-following-accident-cyclist-pasir-ris,Asia One,,,
